Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,28-01-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Aruba,ABW,Food inflation (annual %),FP.CPI.FOOD.ZG,6.22222222272,4.338180414400001,5.841427155200001,7.068409278560001,3.7647580017600006,3.61232252864,3.35994186976,2.09382716032,2.5540166209600006,4.5293038694400005,3.22963681936,3.7130764003200003,4.095128888480001,2.83262500528,3.8055211913600004,4.040987314560001,6.039675986400001,10.03070549824,-2.3916801664000005,2.32751760528,4.83425311264,0.7027686321600001,-2.6567130721600005,0.4720138292800001,0.53173522864,-1.0429395054400001,-1.1516756025600001,4.061166383680001,4.76835748816,,,,,
Africa Eastern and Southern,AFE,Food inflation (annual %),FP.CPI.FOOD.ZG,19.799472291200004,18.107725888,14.7119400624,16.635152777600002,13.763222211200002,10.871376684000001,11.4795505888,8.39468607376,8.758248549120001,9.63366336688,6.54119646096,9.815405827360001,8.343664156800001,5.62623116832,9.585002584640002,9.96594345824,9.46486778272,14.0746420192,10.02872418688,6.20204246592,10.047751179200002,10.25775344384,6.438691096320001,6.1889175420800004,5.710389041280001,7.220502489760001,6.967940323680001,5.25258324416,4.595192845600001,5.814624951520001,7.643694344160001,12.189494878400001,8.28708785072,5.028563167040001
Afghanistan,AFG,Food inflation (annual %),FP.CPI.FOOD.ZG,,,,,,,,,,,,,,,14.2086209664,7.598748136,9.722239279200002,29.588903848000005,-7.62850041968,2.43996202688,13.2206881072,7.2141583460800005,8.272064398080001,5.234875559200001,-0.7411142648000001,4.909958989600001,5.573065686720001,0.70128704688,2.5786572168000004,6.2741144648,5.74918781696,15.357554654400001,-5.20207375296,-7.393327917920001
Africa Western and Central,AFW,Food inflation (annual %),FP.CPI.FOOD.ZG,1.9509144020800002,-0.07055888672,0.6198704108800001,35.66193886080001,11.8308833104,5.50394849312,4.4767987084800005,5.00766049168,0.41693811040000006,2.83446818704,4.8849126368,3.5713364982400004,1.97221259312,0.77765666272,6.307429535680001,4.94580782304,4.0402518016,9.46733338096,3.67633322112,1.9990255096000002,4.500942964,5.127779591200001,2.73190485232,1.98064811952,2.38651546672,1.66590536896,1.9325443468800003,1.9981359417600002,2.2210633592,2.7892231796800004,4.19503596176,8.903161607200001,5.84770817456,4.041009582400001
Angola,AGO,Food inflation (annual %),FP.CPI.FOOD.ZG,93.8378378336,335.45098036800005,1543.95091984,1063.767634832,2986.4246641600002,4642.51869984,245.47792774400003,120.15900008000001,277.97941068800003,363.99649619200005,170.86834520000002,121.965128432,110.01104089920001,48.76715956000001,25.707935512000002,14.901835401600001,13.721677144000001,13.9729286256,15.377918001600003,16.2060152688,15.100364070400001,11.5112535104,9.831152008160002,8.15403378048,10.478688813600002,34.3777448896,33.425817488,21.9844105264,19.1306686368,24.944123960000002,28.844810265600003,23.917924945600003,15.281393993600002,31.629354276800004
Albania,ALB,Food inflation (annual %),FP.CPI.FOOD.ZG,,253.126071856,95.20532138880002,25.272859012800005,8.72840476256,14.2525351472,37.1619073056,23.120001934400005,0.43617017248000006,0.05602031232,3.4804988624,8.70298893408,0.54208292544,2.5536214692800003,2.6505717918400005,2.65521571728,3.2846043798400006,3.7193754124800003,2.5389527464,4.062353024800001,3.8394398571200004,2.2753838060800002,2.1701352982400004,1.8209688492800002,2.1237149091200003,1.42848348608,2.22506069184,2.27142678672,1.5804216848000001,1.8153930110400003,2.28644822672,7.5322270408000005,5.32934701824,2.4817786011200003
Andorra,AND,Food inflation (annual %),FP.CPI.FOOD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,ARB,Food inflation (annual %),FP.CPI.FOOD.ZG,10.080000000000002,10.482921780800002,10.494785459200001,5.726110772480001,7.329045567200001,5.243062987680001,4.03330035696,3.8273978288000006,2.9896985339200004,2.0762451953600003,1.98486889888,2.0529531568,3.0381035720000003,4.068153656000001,3.9129275875200005,3.97038422592,5.313175156800001,12.623145068800001,3.2714047721600004,4.3803893896,5.32354355568,5.16526564064,3.6447478032,3.2474165360000002,2.05111461184,2.6488349832000004,2.3176487958400003,2.58579660304,1.49633756272,1.6206809584000001,3.2125299113600003,5.801385497600001,4.480289823520001,2.35351846688
United Arab Emirates,ARE,Food inflation (annual %),FP.CPI.FOOD.ZG,,,,,,,,,,,,,,,,,,13.7204706688,1.7492307548800003,0.9833412825600001,0.98262818752,0.7417411680000001,1.2332525676800001,2.6278208958400002,4.55836201408,1.8115866596800003,2.20284464736,3.43686984816,-2.1628108857600004,-2.32893156048,0.20152757632,5.926173169280001,1.8219133766400002,1.86296891424
Argentina,ARG,Food inflation (annual %),FP.CPI.FOOD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.3904905552,59.97410087200001,47.05690610880001,54.2185040656,81.1224484336,149.507607872,246.27000048000002
Armenia,ARM,Food inflation (annual %),FP.CPI.FOOD.ZG,,,,3778.61057616,197.06548456000002,20.9229279168,15.636055814400002,9.71318468288,0.7260352512000001,-0.8857898212800001,3.52341320464,1.18725520816,5.288139769920001,7.796612722080001,0.7155993622400001,3.2394394200000005,4.93624420352,10.02394775648,3.8155788462400007,9.1575247512,8.56800904848,2.8649824873600003,6.484427919200001,3.3390657316800003,4.179494136160001,-1.57204046608,1.0858996612800003,2.8226618784000004,1.61666020096,1.3568080713600001,8.047016649280001,9.6778204208,2.2180690291200005,0.30185341536
American Samoa,ASM,Food inflation (annual %),FP.CPI.FOOD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,ATG,Food inflation (annual %),FP.CPI.FOOD.ZG,,,,,,,,,1.25584244352,0.86439337264,1.57113223232,2.69657697456,2.23275421824,2.27368688848,2.3506022030400002,2.00231961888,1.5859789052800002,5.973863165760001,-0.61617919552,3.7744284502400003,3.8715596326400004,3.7821060961600006,1.18663756288,1.2201745628800003,1.08527267408,-0.54817033152,2.7243864368,1.3520168860800001,1.60311869984,0.70110847184,2.3105559512,8.43480774752,5.675195292480001,6.942731026560001
Australia,AUS,Food inflation (annual %),FP.CPI.FOOD.ZG,3.5578764144000004,1.1336988611200003,1.9640918584000002,2.2059909726400004,5.183098592,2.9292307688,0.25187406272,0.9633507856000001,1.6611049313600001,4.9923273657600005,4.935991605440001,3.33936348368,3.06050748192,2.6244458520000005,3.0148514849600003,3.98192226544,2.60692464368,4.872334376,1.9836512259200003,3.2685408302400005,3.7003121747200005,1.9743137747200001,2.74387527792,2.7864734296,1.6893707286400004,1.4302298584000002,2.1824850980800004,2.14076905728,1.8040600177600001,0.9485342014400001,3.20757967264,7.38538831856,6.268656716000001,3.5410079969600003
Austria,AUT,Food inflation (annual %),FP.CPI.FOOD.ZG,3.7379182792000005,4.503349536000001,4.06759947888,3.3078184921600005,2.5125702728,2.08428769696,1.46269600064,1.03316326064,0.63727301792,2.6262463964800005,2.96800086576,2.0276008233600002,1.5182201540800002,2.3085509216,2.5750343987200006,1.61453433232,2.4287819225600003,3.60186437184,0.5670658873600001,2.0311585168,3.6809686468800003,2.7839566966400002,2.24017490928,1.7985092496000001,1.0041509352,0.9985827633600002,2.33102140768,2.23818539168,1.7146031190400002,1.5477399100800002,3.0986666670400003,9.57249432384,8.751830270400001,3.2904656321600005
Azerbaijan,AZE,Food inflation (annual %),FP.CPI.FOOD.ZG,,-11.905708819200001,1263.36002688,1861.6818628800002,461.17079881600006,22.170179147200002,4.11526986864,-0.8654216323200001,-9.5481904056,2.02160340144,1.7328594102400001,3.1037044864000003,2.5019287216000006,7.514002079360001,10.841048197280001,9.328395808480002,18.703725555200002,23.350977641600004,1.6318941632000001,6.414096916640001,8.80133333296,1.1941590046400001,2.7056035473600004,1.5382548328000003,4.51100802544,13.936579843200002,14.488228630400002,2.54077253248,2.92384044736,3.0909866064000004,7.448335022240001,15.514530091200001,9.83968215776,2.4776325156800003
Burundi,BDI,Food inflation (annual %),FP.CPI.FOOD.ZG,10.076571383200001,2.04213333296,10.840868170720002,16.635152777600002,21.5748440768,29.609195403200005,34.8449806096,14.000460062400002,3.7916751857600004,27.363867115200005,10.41173023856,-1.52956165936,11.925160318400001,9.1576009,14.842318310400001,3.07487040224,9.42151040096,27.3357851648,11.822087793600002,7.272457824800001,10.7432259872,20.3403707472,8.890513044,4.93399462304,6.21005158256,6.224612367680001,17.978839536,-3.1524618462400005,-0.7691848315200001,8.19963920608,9.413083065120002,21.056984110400002,30.1744616096,22.637991600000003
Belgium,BEL,Food inflation (annual %),FP.CPI.FOOD.ZG,3.6011479761600005,2.7193103526400004,3.0849576072000002,2.6628457464000004,1.64412302992,2.3262636028800006,1.8235397544,1.0631603225600001,1.2553500220800002,2.84985989344,2.76556921872,1.84264008544,1.7796396800000003,2.3489570854400004,3.1152045534400004,2.0061526251200004,2.041823056,5.0281775096,-0.059523154880000005,2.4520151084800004,3.9559319598400005,3.1804230460800005,1.2466674528000001,0.38080317296000005,0.62880065136,2.21071496464,2.3810873632,2.29954479888,1.6092379184,0.82968682944,2.7330783323200003,10.749213136480002,4.5348920691200005,3.5207103288000003
Benin,BEN,Food inflation (annual %),FP.CPI.FOOD.ZG,,,0.49347112080000005,43.15457011040001,16.198054006400003,5.50394849312,3.8822514147200002,6.443712334080001,0.36592964016000007,4.6652529537600005,4.46241093536,2.7878618376000004,1.66571155632,0.97875773072,6.00826336096,4.2360382008,1.45383630896,8.90097461232,1.00360103872,2.4727755640000004,3.0287477662400004,7.554044436960001,0.48035555568000005,-0.6146084571200001,0.24504023488,-0.8885073635200001,0.04845663872,1.0294712041600003,0.8207912955200001,3.3854477406400005,1.9415643822400004,1.5128720723200002,3.0673448780800006,1.30024260352
Burkina Faso,BFA,Food inflation (annual %),FP.CPI.FOOD.ZG,2.4221125902400003,-2.2300721038400004,0.6198704108800001,28.199221366400003,8.353906375360001,6.829540917920001,2.59693349664,5.6944534539200005,-1.20132726336,-0.34071762816000006,5.60832485696,2.4367781838400004,2.2787136299200004,-0.44825614624000004,7.1848450060800015,2.6130815916800003,-0.25830258272,11.938973648000001,2.9211578636800004,-0.8559384232000001,3.0909393188800003,4.27633069136,0.5977871278400001,-0.28906026016,0.8118196587200001,0.49396642176000005,1.6609588486400002,2.1906561902400004,-3.6213960608000004,2.1108647448,4.09165973216,16.0050636816,0.8320596804800001,4.69371527856
Bangladesh,BGD,Food inflation (annual %),FP.CPI.FOOD.ZG,7.120247817760001,4.07016614816,3.376596832,5.95138888848,11.533549204800002,2.6623845136,5.94227318384,9.410506510720001,6.839499405760001,2.4732469540800004,2.24803459104,3.7324727249600005,6.34895266208,8.498040751200001,7.8922123414400005,7.57709251152,10.199823165280002,9.970178282400001,6.0742890454400005,9.101877559040002,12.762584979200001,6.963604727520001,8.434055178080001,7.830635559040001,6.937593857600001,6.175148814240001,6.38631857584,6.2088559624,6.26303596688,6.374003716640001,6.21113282496,8.620588896640001,11.069523402560002,11.721638073600001
Bulgaria,BGR,Food inflation (annual %),FP.CPI.FOOD.ZG,379.06300488000005,102.2536846576,81.62424635680001,107.58421886240001,69.5014137216,136.200447488,1185.37838608,20.912868972800005,2.88180795728,11.554213585600001,8.244251984640002,6.507360895840001,2.6304786995200002,6.88478643104,5.643498639520001,8.132985983360001,9.410838292800001,13.830565952000002,3.0835865076800006,2.7316694776,4.72629188192,3.3091164937600004,0.9969047659200001,-1.58836585936,-0.11718925232000002,-0.89448787232,2.30898773728,3.15229010656,3.4761769817600006,1.8731338852800001,3.6934736753600004,17.1642900016,10.575982369120002,2.7401017616
Bahrain,BHR,Food inflation (annual %),FP.CPI.FOOD.ZG,0.85615010432,-0.19310344816000002,2.8435233164800002,0.9149402057600001,3.0285189211200003,-0.5064946689600001,2.7233375008,-0.41051792880000004,-1.4420985286400003,-0.78943530736,-1.35248041824,-0.5550049556800001,1.78486055776,2.63529411712,2.89655172464,2.2483660136,3.6474666670400007,3.9491235436800003,3.13097437632,2.1973108449600005,-0.44804558064000005,3.0882843040000005,3.6960129572800002,2.9652595974400002,2.07046271488,3.1212086931200003,1.55312450272,2.3381897056,1.12651845264,-2.5958310481600004,-0.6790777112000002,4.06082996816,0.08357515936,1.0299917152
"Bahamas, The",BHS,Food inflation (annual %),FP.CPI.FOOD.ZG,7.968442946240001,6.426782725440001,3.0496453904000003,1.56725434544,2.3150343484800002,1.5446339014400001,0.6094484289600001,1.4970069699200002,1.4047580512000002,1.7990889470400002,2.290388548,2.4344072760000004,3.3880506945600004,1.09974372144,1.78259892272,2.67660542688,2.7916873028800007,5.028307148480001,2.3102629032,1.5053106700800003,3.5826351870400006,2.2101716672,0.8091045592000001,1.6954072027200002,2.0848609924800003,-0.38794216160000006,1.7003918478400002,2.5377670830400003,2.7901835068800005,0.04314362976,3.2535021444800005,6.27805509632,3.4192656848000005,0.45826198768000004
Bosnia and Herzegovina,BIH,Food inflation (annual %),FP.CPI.FOOD.ZG,,,,,,,,,,,,,,,,6.86063409472,1.68087035872,8.31828827536,-0.42723999584000005,2.2357578510400002,4.111800000000001,2.2989954624,-0.10421116608000001,-1.00485734048,-1.1603457980800003,-1.7741920000000002,0.9073493206400001,1.5871611168000002,0.63031601248,-1.17745152896,2.2194356867200002,15.703345369600001,6.83860926336,1.89518261632
Belarus,BLR,Food inflation (annual %),FP.CPI.FOOD.ZG,,,1333.05674096,2487.5385584,794.4675559520001,59.03752596000001,71.6098503008,81.61408309600002,328.92020100800005,188.85466420800003,68.47112513920001,47.6420539056,31.8055806992,20.2812315888,11.579544984000002,7.836784519200001,9.437963063200002,16.618421657600003,14.4991351008,8.664037808160002,59.616142107200005,66.3261043424,20.5097323648,20.293900872000002,15.158628531200002,13.2569704624,6.7556577222400005,5.45697847072,6.269934664,6.213920804000001,10.59551796352,17.034836302400002,5.600670914720001,6.479557396480001
Belize,BLZ,Food inflation (annual %),FP.CPI.FOOD.ZG,0.85338568112,2.6843048176,1.64930858064,2.8776642115200004,3.2363697452800007,6.680823492,1.2869220761600002,2.4586940000000004,2.9359626755200003,3.4355324292800002,4.089588009920001,4.74909859984,2.5962526766400003,7.16176271664,-1.23682769728,-7.967419838560001,2.59625267552,7.161762723360001,-1.23682770288,1.02813466448,1.7943028947200002,1.4566504344000002,0.57091750128,1.3455676024,-0.9649740900800001,0.7430384281600001,1.28537180016,0.30238053776,0.2095177112,0.13600680240000002,3.6239129830400003,7.030120377280001,4.916620996,3.6843070432
Bermuda,BMU,Food inflation (annual %),FP.CPI.FOOD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
