Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,28-01-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Aruba,ABW,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.96287173232642,5.88235395341866,7.30769324531406,8.20390129312089,2.54714368704694,1.18578851134656,7.04687499241221,1.99198444906199,1.2380418420716,7.62292064930222,4.1820016304779,-0.944953481157384,1.11050459944282,7.29372807096192,-0.383137672063768,1.12741146411624,3.0895443848509,1.83575517191368,-11.6777413693852,-2.73345679250639,3.36923718421511,-1.04079988436683,6.43146080719245,1.42609864257801,3.61147995361162,1.23433537363427,3.49342985290626,3.21247111920076,1.22511225158814,-23.8979898352395,14.7306159219273,10.6364309604414,7.70679839650956,6.81077669324542
Africa Eastern and Southern,AFE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.106034110343302,-2.3952835254757,-0.839117754770186,1.91965438780466,4.35461769115784,5.49911124792519,3.85673898320249,1.7751720856126,2.63418427787336,3.18137506041111,3.50353308518427,3.91711337379634,3.00937249317595,5.63469800866547,6.17365914390395,6.63749738735714,6.70003329209791,4.43752919445292,0.919472850509038,5.30790438645938,4.07747696614018,1.89717291956102,4.35668249727492,3.92038970191821,2.93402965863687,2.13011703002091,2.67752389715308,2.70519413363353,2.03007686221603,-2.81757208724623,4.57877206871177,3.72271692296214,1.9311603523693,2.76383869054277
Afghanistan,AFG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,-9.4319740700862,28.6000011706788,8.83227780288267,1.41411799339429,11.2297148272859,5.35740324748592,13.8263195471281,3.92498381999467,21.3905283926492,14.3624414710737,0.426354776777345,12.7522870926697,5.60074465863221,2.72454336219565,1.45131466066431,2.26031420279821,2.6470032027451,1.18922812944517,3.91160341625552,-2.35110067203466,-20.7388393676343,-6.24017199240269,2.26694373649188,
Africa Western and Central,AFW,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.11811895873286,2.28916886356546,-1.3255543728517,-0.228792690878734,1.85163689242765,4.62182205216881,4.38782099734694,3.6155976305877,1.51799464318927,3.81216115039309,5.24868324071915,9.94330712251539,5.62636064767845,8.07147345054227,5.79743371948868,5.28717104206022,5.44753043563995,6.21081188431489,6.14119135977269,7.00073960255909,4.92204702375463,5.12970299383294,6.04669213138413,5.6915512073646,2.93286367242145,0.194316483405615,2.29634886599959,2.90466430784954,3.28168276850104,-3.73062984236253,2.54969083217036,4.47279468511532,3.66242752919044,4.5856736208091
Angola,AGO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.991359302044742,-5.83828073313154,-23.9834174420578,1.33936343648007,15.0000000288633,13.5443697551025,7.27427735460373,4.69114645093552,2.18148971840462,3.05462423430785,4.20599855619506,13.6656887608562,3.48731240097521,11.4198633904585,14.1547775343954,11.8418178757044,13.0026889457975,10.7866360496581,1.99558909788963,5.29366572819954,3.59386960240222,8.50312283866612,4.88306129688392,4.65572356315585,0.763177710914789,-1.70053036291208,-0.149396225571834,-0.59441122698307,-0.204680245744115,-4.04244724639663,2.10275251923413,4.21600258475137,1.26330814020108,4.42390664406875
Albania,ALB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-28.0021416538074,-7.18711090964234,9.55941167111243,8.30286659699082,13.3223333268813,7.33632894771891,-11.7115732812278,8.3100252038309,12.2507281968475,7.46285871776054,8.8637306604876,4.62839587394552,5.33326426009945,5.26626173860785,5.13082193056189,6.0189812403864,6.50009261158209,6.90706230713707,2.69075152362146,2.97315442681247,2.46351683915714,0.984129880204108,1.7072283175406,2.24022695382642,2.2277040745779,3.90893551362245,3.28317593330073,3.67141928098908,2.06257790176122,-3.31375636888916,8.96957619074095,4.8268006234359,4.01541716935742,4.04592845095348
Andorra,AND,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.54600353080194,0.929214040125956,-1.03148438999895,2.3831822482118,2.75750161326249,4.64973866754707,9.06767205144135,3.19479339289236,4.0990789217793,3.52836236122388,8.11935772169949,4.54636221364653,8.69420371612468,8.13567633837351,5.39779598500422,4.80868869916921,1.55318814103222,-5.55918636850581,-5.30284654348291,-1.97495799965345,-0.0080697534113909,-4.97444371853503,-3.54759651549344,2.50446552114518,1.43414039522716,3.70967806978986,0.346071889630295,1.58876549046354,2.01554763848308,-11.1839399355384,8.28677879049404,9.56461225648184,2.58355480961319,3.37182032638998
Arab World,ARB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.695508853930477,6.56285573719843,3.25872270635064,3.35535846189705,2.79717417513079,4.81891470640477,5.44647642581937,4.76529490024946,2.77591869066383,6.33672922415394,2.09740745302985,1.22074845072102,4.29553168417596,9.07459188707816,5.57295529835658,6.27629734101787,4.60116470281086,5.57116008739757,0.648247152976467,4.84064243847079,3.85320358755794,5.49375422924652,2.64732060879508,2.6597523137165,3.35080366726505,3.57286827951262,1.32901000226768,2.67255324455269,1.74778112240244,-5.30102786914752,4.43160883511413,7.00775934349392,1.63495022269882,1.70353102787844
United Arab Emirates,ARE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.860081947717788,3.34494485849423,1.26119094566648,6.89614855343763,6.68788645972636,5.79840406919965,8.19039864916886,0.291994342094213,2.90221363963283,10.8527042153779,1.39908503706683,2.43345681089617,8.80054081355328,9.56643663767056,4.85514119553341,9.83731976924005,3.18439017324592,3.19183627331763,-5.24292190384988,1.60285004671343,6.73646786920814,4.6832657020049,4.91847806719888,4.63288144983127,7.08767348587587,5.65793329224303,-1.06137661464977,1.53716683173516,1.27134240761141,-8.69342617885171,4.55278571242283,7.51448425801082,4.30118228020602,3.99180705485398
Argentina,ARG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,9.13311056738961,7.93729155643076,8.20697907221228,5.83620070368526,-2.84520961057079,5.52668982715234,8.1110467707457,3.85017885156228,-3.38545704063269,-0.78899893905691,-4.40883968258557,-10.8944848285903,8.83704079576924,9.02957330068152,8.85165992013437,8.04715150043027,9.00765087504757,4.05723310346406,-5.91852507634947,10.1253981561002,6.00395169280579,-1.0264204544321,2.40532378079436,-2.51261532081394,2.73115982828944,-2.08032784377811,2.81850297775918,-2.61739646282038,-2.00086100285785,-9.9004848136464,10.4418119882506,6.02074537534855,-1.85578803046339,-1.34293072157739
Armenia,ARM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-11.699998482027,-41.8000027457562,-8.7999987932935,5.40000277917656,6.89999841973659,5.86540074943565,3.32107970046953,7.29999998770998,3.30000000058166,5.90000000312092,9.59999999927597,13.1999999979356,14.0000000015501,10.4999999988202,13.8999999991133,13.1999999994661,13.7000000015467,6.90000000042959,-14.1000000006998,2.2000000002151,4.69999999867412,7.20000000096486,3.3,3.60000000058993,3.19999999896625,0.199999999825991,7.50000000164144,5.19999999965324,7.59999999853918,-7.19999999920631,5.80000000065645,12.5999999997766,8.29999999959539,5.90000000046228
American Samoa,ASM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,0.965517241379317,0.409836065573771,-0.408163265306129,-4.09836065573771,1.85185185185186,-2.65734265734265,-4.16666666666666,0.299850074962521,0.0,-4.33482810164425,-2.5,1.76282051282051,3.14960629921259,-1.67938931297709,-6.98757763975155,2.6711185308848,-0.487804878048777,4.41176470588236,-0.782472613458523,1.73501577287065,,
Antigua and Barbuda,ATG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.17685217398964,1.15855077710827,5.27988683522082,6.67640654973411,-4.35978466639605,6.6049448827643,5.47125581395349,4.73127914935051,3.70774594512658,6.20355212555867,-4.54810977120295,1.02723486062159,6.07663666406602,5.76710338270556,6.47368941781741,12.7081474873625,9.31518272315685,-0.0140065981851762,-11.9628794703471,-7.84050683730972,-1.95874262217572,3.37314273947959,-0.600982329599361,2.19829188738797,1.42161997595372,4.1203675438061,2.71272657973627,6.71200487159726,3.1722219373937,-18.8687765208148,8.17286311186622,9.10780623385958,2.42736300110336,3.65638765956977
Australia,AUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.384631357046658,0.433065864126704,4.04583374101011,3.97884434177331,3.89017188961647,3.86567479160071,3.91795814771731,4.67681373479508,5.02822035850596,3.9160574881715,2.03145880248898,3.94980535772942,3.0912800997751,4.21894147547516,3.15548121323168,2.7709261737475,3.78947119882653,3.62398503565633,1.95484826298522,2.21004795300735,2.39473494330615,3.95247138119184,2.65445302592404,2.60118978187332,2.16434780647852,2.75564065529868,2.29331030192918,2.87417039499501,2.19401703622717,-0.133531904304775,2.00694844335034,4.25304559238732,3.58382100798981,1.37340773365975
Austria,AUT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.44162748808654,2.0935244262602,0.526809769496765,2.40211843259056,2.66798388882503,2.21576713087359,2.1458350552646,3.49288002962309,3.76192435190464,3.18952292988787,1.31698749571339,1.48436877605324,1.14156504542775,2.56525534067859,2.32036514266782,3.26933601506059,3.77522468729185,1.45330562142114,-3.58626472551299,1.80898243043663,2.92746800169145,0.628246239479637,-0.250726423318454,0.755798850316665,1.30352331826198,2.11721964494312,2.27224992038207,2.48422114080024,1.75497619649288,-6.31825509209936,4.92309171717903,5.33096379400371,-0.786244288594673,-0.659089573171372
Azerbaijan,AZE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.700000175699572,-22.6000003264444,-23.0999987188387,-19.7000012399238,-11.7999991076818,1.29999940463827,5.80000014795783,9.99999961153691,7.40000129958564,11.0999991434346,9.89999986533643,9.43891626906561,10.2082994004776,9.25380179728907,27.9615381082131,34.4662096226792,25.4632157314482,10.591437462476,9.36950260277183,4.78883248761557,-1.5729973511111,2.20293891708398,5.84341590483928,2.79758521448559,1.04954641215085,-3.06359842251706,0.153614661745507,1.50040167167313,2.47980879185565,-4.19896065333343,5.61644027150554,4.71468033247649,1.35447749115767,4.07140205008956
Burundi,BDI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.99683644792125,1.00999837099629,-6.24000000139047,-3.82999999619828,-7.92000000374772,-7.99999999794093,-1.58999999685828,4.74999999509613,-1.00999999649815,-0.856864058424151,2.05580710835243,4.44651941224797,-1.22372796023444,4.83365776809453,0.900000000901912,5.41380714491444,3.44449364663615,4.90874190813545,3.7870758305051,5.09373697323055,4.02442793864228,4.42303118490126,4.92392485117456,4.24490803087248,-0.404525595204191,3.20017470604286,3.83185756925806,5.3422447312502,4.45934202358784,0.306443809481593,3.23707479823578,2.31770122223331,3.254768974261,4.11227376264944
Belgium,BEL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.83307441343001,1.53065475142162,-0.961873076923027,3.22697145426247,2.38475724870135,1.32143214432601,3.79367165541437,1.96183240455609,3.54271798823922,3.71670510672588,1.09960362419645,1.70689430349601,1.03795518162204,3.57120671942319,2.32173792911834,2.55234087322462,3.67692462515802,0.446905130727231,-1.90644105515335,2.71031150254662,1.93115502411325,0.215803612089744,0.305494549070232,1.76554038149924,1.47416433731927,1.19350273007754,1.47446761556785,1.87796847383565,2.4428900448156,-4.7929839083518,6.25445686466593,3.9562379757933,1.71412195515242,1.07045413019414
Benin,BEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.22579942071668,2.95771082720395,5.83617208501383,2.02040044761662,6.04519865041564,4.32428403131786,5.73468837521307,3.96101213832645,5.34144937204417,5.85771420543269,5.33313570603937,4.64303087074482,3.44357677591658,4.42968455385082,1.71316456361184,3.94373882815798,5.98634932177609,4.89657708429647,2.31929213912838,2.11406472648392,2.96375291904201,4.811223315688,7.19143372144946,6.35767909791932,1.77815106030278,3.33967342629693,5.67156195150444,6.69725362180888,6.86568662848335,3.84879240030133,7.1554516457574,6.25294705373625,6.3527773854442,7.45311566226201
